cod_ibge,municipio,ano,pib_valor
3133808,Itaúna - MG,2019,3476221
3133808,Itaúna - MG,2020,3706566
3133808,Itaúna - MG,2021,5084952
3133907,Itaverava - MG,2018,49917
3133907,Itaverava - MG,2019,57871
3133907,Itaverava - MG,2020,61267
3133907,Itaverava - MG,2021,71363
3134004,Itinga - MG,2018,122952
3134004,Itinga - MG,2019,127388
3134004,Itinga - MG,2020,126086
3134004,Itinga - MG,2021,148258
3134103,Itueta - MG,2018,71029
3134103,Itueta - MG,2019,76032
3134103,Itueta - MG,2020,89286
3134103,Itueta - MG,2021,122207
3134202,Ituiutaba - MG,2018,2777541
3134202,Ituiutaba - MG,2019,3367591
3134202,Ituiutaba - MG,2020,3585918
3134202,Ituiutaba - MG,2021,3797932
3134301,Itumirim - MG,2018,59658
3134301,Itumirim - MG,2019,64844
3134301,Itumirim - MG,2020,79033
3134301,Itumirim - MG,2021,91622
3134400,Iturama - MG,2018,2155469
3134400,Iturama - MG,2019,2043146
3134400,Iturama - MG,2020,2298330
3134400,Iturama - MG,2021,2017455
3134509,Itutinga - MG,2018,116108
3134509,Itutinga - MG,2019,130946
3134509,Itutinga - MG,2020,145975
3134509,Itutinga - MG,2021,172515
3134608,Jaboticatubas - MG,2018,220159
3134608,Jaboticatubas - MG,2019,249979
3134608,Jaboticatubas - MG,2020,264422
3134608,Jaboticatubas - MG,2021,297901
3134707,Jacinto - MG,2018,103674
3134707,Jacinto - MG,2019,110298
3134707,Jacinto - MG,2020,125531
3134707,Jacinto - MG,2021,131584
3134806,Jacuí - MG,2018,114840
3134806,Jacuí - MG,2019,104853
3134806,Jacuí - MG,2020,131774
3134806,Jacuí - MG,2021,150968
3134905,Jacutinga - MG,2018,694441
3134905,Jacutinga - MG,2019,811531
3134905,Jacutinga - MG,2020,1031916
3134905,Jacutinga - MG,2021,1143965
3135001,Jaguaraçu - MG,2018,71499
3135001,Jaguaraçu - MG,2019,88042
3135001,Jaguaraçu - MG,2020,108104
3135001,Jaguaraçu - MG,2021,109845
3135050,Jaíba - MG,2018,532969
3135050,Jaíba - MG,2019,604969
3135050,Jaíba - MG,2020,634980
3135050,Jaíba - MG,2021,849210
3135076,Jampruca - MG,2018,54594
3135076,Jampruca - MG,2019,58185
3135076,Jampruca - MG,2020,66488
3135076,Jampruca - MG,2021,82540
3135100,Janaúba - MG,2018,1126292
3135100,Janaúba - MG,2019,1294141
3135100,Janaúba - MG,2020,1174157
3135100,Janaúba - MG,2021,1603651
3135209,Januária - MG,2018,688869
3135209,Januária - MG,2019,708176
3135209,Januária - MG,2020,808381
3135209,Januária - MG,2021,824599
3135308,Japaraíba - MG,2018,72169
3135308,Japaraíba - MG,2019,74318
3135308,Japaraíba - MG,2020,81795
3135308,Japaraíba - MG,2021,101337
3135357,Japonvar - MG,2018,59913
3135357,Japonvar - MG,2019,67806
3135357,Japonvar - MG,2020,70908
3135357,Japonvar - MG,2021,77423
3135407,Jeceaba - MG,2018,1016472
3135407,Jeceaba - MG,2019,1225207
3135407,Jeceaba - MG,2020,1243843
3135407,Jeceaba - MG,2021,1953259
3135456,Jenipapo de Minas - MG,2018,70955
3135456,Jenipapo de Minas - MG,2019,73344
3135456,Jenipapo de Minas - MG,2020,76846
3135456,Jenipapo de Minas - MG,2021,79480
3135506,Jequeri - MG,2018,139268
3135506,Jequeri - MG,2019,151911
3135506,Jequeri - MG,2020,181523
3135506,Jequeri - MG,2021,193981
3135605,Jequitaí - MG,2018,78315
3135605,Jequitaí - MG,2019,98255
3135605,Jequitaí - MG,2020,119144
3135605,Jequitaí - MG,2021,130474
3135704,Jequitibá - MG,2018,90260
3135704,Jequitibá - MG,2019,94152
3135704,Jequitibá - MG,2020,111186
3135704,Jequitibá - MG,2021,126191
3135803,Jequitinhonha - MG,2018,228391
3135803,Jequitinhonha - MG,2019,250848
3135803,Jequitinhonha - MG,2020,254494
3135803,Jequitinhonha - MG,2021,274832
3135902,Jesuânia - MG,2018,61349
3135902,Jesuânia - MG,2019,64362
3135902,Jesuânia - MG,2020,81476
3135902,Jesuânia - MG,2021,104204
3136009,Joaíma - MG,2018,134733
3136009,Joaíma - MG,2019,144292
3136009,Joaíma - MG,2020,160110
3136009,Joaíma - MG,2021,162644
3136108,Joanésia - MG,2018,80565
3136108,Joanésia - MG,2019,72798
3136108,Joanésia - MG,2020,106645
3136108,Joanésia - MG,2021,110227
3136207,João Monlevade - MG,2018,2925696
3136207,João Monlevade - MG,2019,3114082
3136207,João Monlevade - MG,2020,3334497
3136207,João Monlevade - MG,2021,4851241
3136306,João Pinheiro - MG,2018,1468485
3136306,João Pinheiro - MG,2019,1520004
3136306,João Pinheiro - MG,2020,1847326
3136306,João Pinheiro - MG,2021,2156171
3136405,Joaquim Felício - MG,2018,44067
3136405,Joaquim Felício - MG,2019,51309
3136405,Joaquim Felício - MG,2020,66736
3136405,Joaquim Felício - MG,2021,72335
3136504,Jordânia - MG,2018,90770
3136504,Jordânia - MG,2019,93263
3136504,Jordânia - MG,2020,95050
3136504,Jordânia - MG,2021,107172
3136520,José Gonçalves de Minas - MG,2018,44770
3136520,José Gonçalves de Minas - MG,2019,46222
3136520,José Gonçalves de Minas - MG,2020,47695
3136520,José Gonçalves de Minas - MG,2021,51745
3136553,José Raydan - MG,2018,51562
3136553,José Raydan - MG,2019,59947
3136553,José Raydan - MG,2020,70226
3136553,José Raydan - MG,2021,72338
3136579,Josenópolis - MG,2018,37131
3136579,Josenópolis - MG,2019,51326
3136579,Josenópolis - MG,2020,49442
3136579,Josenópolis - MG,2021,58028
3136603,Nova União - MG,2018,85846
3136603,Nova União - MG,2019,95730
3136603,Nova União - MG,2020,92510
3136603,Nova União - MG,2021,107518
3136652,Juatuba - MG,2018,1205234
3136652,Juatuba - MG,2019,1351105
3136652,Juatuba - MG,2020,1323792
3136652,Juatuba - MG,2021,1437155
3136702,Juiz de Fora - MG,2018,16956903
3136702,Juiz de Fora - MG,2019,18703878
3136702,Juiz de Fora - MG,2020,16873180
3136702,Juiz de Fora - MG,2021,20297559
3136801,Juramento - MG,2018,38635
3136801,Juramento - MG,2019,41362
3136801,Juramento - MG,2020,45775
3136801,Juramento - MG,2021,51609
3136900,Juruaia - MG,2018,153488
3136900,Juruaia - MG,2019,171679
3136900,Juruaia - MG,2020,197062
3136900,Juruaia - MG,2021,274109
3136959,Juvenília - MG,2018,51132
3136959,Juvenília - MG,2019,50324
3136959,Juvenília - MG,2020,58309
3136959,Juvenília - MG,2021,65633
3137007,Ladainha - MG,2018,118471
3137007,Ladainha - MG,2019,123126
3137007,Ladainha - MG,2020,132952
3137007,Ladainha - MG,2021,147330
3137106,Lagamar - MG,2018,167001
3137106,Lagamar - MG,2019,141243
3137106,Lagamar - MG,2020,190759
3137106,Lagamar - MG,2021,242527
3137205,Lagoa da Prata - MG,2018,1606789
3137205,Lagoa da Prata - MG,2019,1647964
3137205,Lagoa da Prata - MG,2020,1936408
3137205,Lagoa da Prata - MG,2021,1986274
3137304,Lagoa dos Patos - MG,2018,41742
3137304,Lagoa dos Patos - MG,2019,44508
3137304,Lagoa dos Patos - MG,2020,52929
3137304,Lagoa dos Patos - MG,2021,59611
3137403,Lagoa Dourada - MG,2018,222658
3137403,Lagoa Dourada - MG,2019,271466
3137403,Lagoa Dourada - MG,2020,268039
3137403,Lagoa Dourada - MG,2021,345418
3137502,Lagoa Formosa - MG,2018,344819
3137502,Lagoa Formosa - MG,2019,396217
3137502,Lagoa Formosa - MG,2020,499754
3137502,Lagoa Formosa - MG,2021,565583
3137536,Lagoa Grande - MG,2018,240519
3137536,Lagoa Grande - MG,2019,210370
3137536,Lagoa Grande - MG,2020,230483
3137536,Lagoa Grande - MG,2021,292506
3137601,Lagoa Santa - MG,2018,1650118
3137601,Lagoa Santa - MG,2019,1817034
3137601,Lagoa Santa - MG,2020,1866029
3137601,Lagoa Santa - MG,2021,2189391
3137700,Lajinha - MG,2018,344923
3137700,Lajinha - MG,2019,312780
3137700,Lajinha - MG,2020,373988
3137700,Lajinha - MG,2021,399673
3137809,Lambari - MG,2018,321283
3137809,Lambari - MG,2019,354634
3137809,Lambari - MG,2020,356772
3137809,Lambari - MG,2021,405064
3137908,Lamim - MG,2018,41755
3137908,Lamim - MG,2019,39938
3137908,Lamim - MG,2020,45129
3137908,Lamim - MG,2021,52131
3138005,Laranjal - MG,2018,77627
3138005,Laranjal - MG,2019,81397
3138005,Laranjal - MG,2020,87353
3138005,Laranjal - MG,2021,95788
3138104,Lassance - MG,2018,126486
3138104,Lassance - MG,2019,124093
3138104,Lassance - MG,2020,152982
3138104,Lassance - MG,2021,192541
3138203,Lavras - MG,2018,2621298
3138203,Lavras - MG,2019,2764787
3138203,Lavras - MG,2020,2677947
3138203,Lavras - MG,2021,2941931
3138302,Leandro Ferreira - MG,2018,40163
3138302,Leandro Ferreira - MG,2019,41708
3138302,Leandro Ferreira - MG,2020,47758
3138302,Leandro Ferreira - MG,2021,55510
3138351,Leme do Prado - MG,2018,49908
3138351,Leme do Prado - MG,2019,59037
3138351,Leme do Prado - MG,2020,62623
3138351,Leme do Prado - MG,2021,66205
3138401,Leopoldina - MG,2018,1017195
3138401,Leopoldina - MG,2019,1022986
3138401,Leopoldina - MG,2020,1016686
3138401,Leopoldina - MG,2021,1113027
3138500,Liberdade - MG,2018,72444
3138500,Liberdade - MG,2019,82700
3138500,Liberdade - MG,2020,93026
3138500,Liberdade - MG,2021,107638
3138609,Lima Duarte - MG,2018,277194
3138609,Lima Duarte - MG,2019,318673
3138609,Lima Duarte - MG,2020,289929
3138609,Lima Duarte - MG,2021,339660
3138625,Limeira do Oeste - MG,2018,389916
3138625,Limeira do Oeste - MG,2019,402415
3138625,Limeira do Oeste - MG,2020,394732
3138625,Limeira do Oeste - MG,2021,462851
3138658,Lontra - MG,2018,69543
3138658,Lontra - MG,2019,77185
3138658,Lontra - MG,2020,82291
3138658,Lontra - MG,2021,93858
3138674,Luisburgo - MG,2018,80875
3138674,Luisburgo - MG,2019,68806
3138674,Luisburgo - MG,2020,100811
3138674,Luisburgo - MG,2021,132789
3138682,Luislândia - MG,2018,47888
3138682,Luislândia - MG,2019,53235
3138682,Luislândia - MG,2020,58799
3138682,Luislândia - MG,2021,65474
3138708,Luminárias - MG,2018,90731
3138708,Luminárias - MG,2019,92942
3138708,Luminárias - MG,2020,109098
3138708,Luminárias - MG,2021,149070
3138807,Luz - MG,2018,504724
3138807,Luz - MG,2019,549111
3138807,Luz - MG,2020,564801
3138807,Luz - MG,2021,657025
3138906,Machacalis - MG,2018,81944
3138906,Machacalis - MG,2019,89794
3138906,Machacalis - MG,2020,104446
3138906,Machacalis - MG,2021,112451
3139003,Machado - MG,2018,1059026
3139003,Machado - MG,2019,976995
3139003,Machado - MG,2020,1119550
3139003,Machado - MG,2021,1373850
3139102,Madre de Deus de Minas - MG,2018,163449
3139102,Madre de Deus de Minas - MG,2019,192300
3139102,Madre de Deus de Minas - MG,2020,245353
3139102,Madre de Deus de Minas - MG,2021,301988
3139201,Malacacheta - MG,2018,194124
3139201,Malacacheta - MG,2019,202041
3139201,Malacacheta - MG,2020,224481
3139201,Malacacheta - MG,2021,235819
3139250,Mamonas - MG,2018,47860
3139250,Mamonas - MG,2019,51992
3139250,Mamonas - MG,2020,54175
3139250,Mamonas - MG,2021,60107
3139300,Manga - MG,2018,194752
3139300,Manga - MG,2019,214806
3139300,Manga - MG,2020,225275
3139300,Manga - MG,2021,243371
3139409,Manhuaçu - MG,2018,2098584
3139409,Manhuaçu - MG,2019,2606266
3139409,Manhuaçu - MG,2020,2983894
3139409,Manhuaçu - MG,2021,3278527
3139508,Manhumirim - MG,2018,474263
3139508,Manhumirim - MG,2019,416751
3139508,Manhumirim - MG,2020,525573
3139508,Manhumirim - MG,2021,563494
3139607,Mantena - MG,2018,392734
3139607,Mantena - MG,2019,410569
3139607,Mantena - MG,2020,418592
3139607,Mantena - MG,2021,476940
3139706,Maravilhas - MG,2018,140866
3139706,Maravilhas - MG,2019,164063
3139706,Maravilhas - MG,2020,194177
3139706,Maravilhas - MG,2021,233154
3139805,Mar de Espanha - MG,2018,171418
3139805,Mar de Espanha - MG,2019,203358
3139805,Mar de Espanha - MG,2020,205643
3139805,Mar de Espanha - MG,2021,227578
3139904,Maria da Fé - MG,2018,166188
3139904,Maria da Fé - MG,2019,184068
3139904,Maria da Fé - MG,2020,186573
3139904,Maria da Fé - MG,2021,203136
3140001,Mariana - MG,2018,2755801
3140001,Mariana - MG,2019,2045832
3140001,Mariana - MG,2020,3265441
3140001,Mariana - MG,2021,7367378
3140100,Marilac - MG,2018,41666
3140100,Marilac - MG,2019,50234
3140100,Marilac - MG,2020,54883
3140100,Marilac - MG,2021,57719
3140159,Mário Campos - MG,2018,156117
3140159,Mário Campos - MG,2019,170510
3140159,Mário Campos - MG,2020,178790
3140159,Mário Campos - MG,2021,198000
3140209,Maripá de Minas - MG,2018,54895
3140209,Maripá de Minas - MG,2019,61417
3140209,Maripá de Minas - MG,2020,72480
3140209,Maripá de Minas - MG,2021,74979
3140308,Marliéria - MG,2018,43102
3140308,Marliéria - MG,2019,42521
3140308,Marliéria - MG,2020,48438
3140308,Marliéria - MG,2021,60450
3140407,Marmelópolis - MG,2018,32358
3140407,Marmelópolis - MG,2019,34375
3140407,Marmelópolis - MG,2020,40060
3140407,Marmelópolis - MG,2021,42794
3140506,Martinho Campos - MG,2018,334508
3140506,Martinho Campos - MG,2019,347164
3140506,Martinho Campos - MG,2020,379202
3140506,Martinho Campos - MG,2021,474772
3140530,Martins Soares - MG,2018,199195
3140530,Martins Soares - MG,2019,199076
3140530,Martins Soares - MG,2020,253644
3140530,Martins Soares - MG,2021,215681
3140555,Mata Verde - MG,2018,68104
3140555,Mata Verde - MG,2019,72063
3140555,Mata Verde - MG,2020,72703
3140555,Mata Verde - MG,2021,91577
3140605,Materlândia - MG,2018,43659
3140605,Materlândia - MG,2019,47777
3140605,Materlândia - MG,2020,54175
3140605,Materlândia - MG,2021,60534
3140704,Mateus Leme - MG,2018,698269
3140704,Mateus Leme - MG,2019,690820
3140704,Mateus Leme - MG,2020,670587
3140704,Mateus Leme - MG,2021,1079651
3140803,Matias Barbosa - MG,2018,532848
3140803,Matias Barbosa - MG,2019,564646
3140803,Matias Barbosa - MG,2020,536256
3140803,Matias Barbosa - MG,2021,628205
3140852,Matias Cardoso - MG,2018,114987
3140852,Matias Cardoso - MG,2019,124263
3140852,Matias Cardoso - MG,2020,138608
3140852,Matias Cardoso - MG,2021,158638
3140902,Matipó - MG,2018,381607
3140902,Matipó - MG,2019,374481
3140902,Matipó - MG,2020,418607
3140902,Matipó - MG,2021,425322
3141009,Mato Verde - MG,2018,125293
3141009,Mato Verde - MG,2019,145193
3141009,Mato Verde - MG,2020,148164
3141009,Mato Verde - MG,2021,157578
3141108,Matozinhos - MG,2018,1019900
3141108,Matozinhos - MG,2019,1092283
3141108,Matozinhos - MG,2020,1158778
3141108,Matozinhos - MG,2021,1506154
3141207,Matutina - MG,2018,68643
3141207,Matutina - MG,2019,72509
3141207,Matutina - MG,2020,86969
3141207,Matutina - MG,2021,97194
3141306,Medeiros - MG,2018,125021
3141306,Medeiros - MG,2019,124816
3141306,Medeiros - MG,2020,178547
3141306,Medeiros - MG,2021,247330
3141405,Medina - MG,2018,212066
3141405,Medina - MG,2019,224440
3141405,Medina - MG,2020,228141
3141405,Medina - MG,2021,253051
3141504,Mendes Pimentel - MG,2018,56056
3141504,Mendes Pimentel - MG,2019,61091
3141504,Mendes Pimentel - MG,2020,73003
3141504,Mendes Pimentel - MG,2021,77396
3141603,Mercês - MG,2018,119378
3141603,Mercês - MG,2019,127628
3141603,Mercês - MG,2020,135824
3141603,Mercês - MG,2021,151768
3141702,Mesquita - MG,2018,45828
3141702,Mesquita - MG,2019,49946
3141702,Mesquita - MG,2020,51885
3141702,Mesquita - MG,2021,59463
3141801,Minas Novas - MG,2018,298531
3141801,Minas Novas - MG,2019,311565
3141801,Minas Novas - MG,2020,334333
3141801,Minas Novas - MG,2021,350142
3141900,Minduri - MG,2018,69378
3141900,Minduri - MG,2019,97594
3141900,Minduri - MG,2020,123737
3141900,Minduri - MG,2021,163786
3142007,Mirabela - MG,2018,126659
3142007,Mirabela - MG,2019,133327
3142007,Mirabela - MG,2020,155578
3142007,Mirabela - MG,2021,163017
3142106,Miradouro - MG,2018,129700
3142106,Miradouro - MG,2019,142277
3142106,Miradouro - MG,2020,143892
3142106,Miradouro - MG,2021,174006
3142205,Miraí - MG,2018,253333
3142205,Miraí - MG,2019,247762
3142205,Miraí - MG,2020,257284
3142205,Miraí - MG,2021,334110
3142254,Miravânia - MG,2018,37548
3142254,Miravânia - MG,2019,39551
3142254,Miravânia - MG,2020,40545
3142254,Miravânia - MG,2021,46808
3142304,Moeda - MG,2018,58113
3142304,Moeda - MG,2019,65637
3142304,Moeda - MG,2020,70028
3142304,Moeda - MG,2021,76842
3142403,Moema - MG,2018,112888
3142403,Moema - MG,2019,113807
3142403,Moema - MG,2020,123257
3142403,Moema - MG,2021,152615
3142502,Monjolos - MG,2018,28160
3142502,Monjolos - MG,2019,33845
3142502,Monjolos - MG,2020,38711
3142502,Monjolos - MG,2021,46811
3142601,Monsenhor Paulo - MG,2018,175378
3142601,Monsenhor Paulo - MG,2019,173139
3142601,Monsenhor Paulo - MG,2020,191922
3142601,Monsenhor Paulo - MG,2021,228158
3142700,Montalvânia - MG,2018,131407
3142700,Montalvânia - MG,2019,139314
3142700,Montalvânia - MG,2020,142705
3142700,Montalvânia - MG,2021,165416
3142809,Monte Alegre de Minas - MG,2018,530701
3142809,Monte Alegre de Minas - MG,2019,523027
3142809,Monte Alegre de Minas - MG,2020,614270
3142809,Monte Alegre de Minas - MG,2021,757892
3142908,Monte Azul - MG,2018,194263
3142908,Monte Azul - MG,2019,219475
3142908,Monte Azul - MG,2020,229901
3142908,Monte Azul - MG,2021,256132
3143005,Monte Belo - MG,2018,263742
3143005,Monte Belo - MG,2019,283054
3143005,Monte Belo - MG,2020,322028
3143005,Monte Belo - MG,2021,365890
3143104,Monte Carmelo - MG,2018,1131977
3143104,Monte Carmelo - MG,2019,1192255
3143104,Monte Carmelo - MG,2020,1275768
3143104,Monte Carmelo - MG,2021,1558716
3143153,Monte Formoso - MG,2018,34491
3143153,Monte Formoso - MG,2019,37616
3143153,Monte Formoso - MG,2020,40744
3143153,Monte Formoso - MG,2021,44055
3143203,Monte Santo de Minas - MG,2018,405028
3143203,Monte Santo de Minas - MG,2019,386817
3143203,Monte Santo de Minas - MG,2020,448557
3143203,Monte Santo de Minas - MG,2021,483352
3143302,Montes Claros - MG,2018,9467152
3143302,Montes Claros - MG,2019,9717980
3143302,Montes Claros - MG,2020,9688067
3143302,Montes Claros - MG,2021,10800251
3143401,Monte Sião - MG,2018,412098
3143401,Monte Sião - MG,2019,443306
3143401,Monte Sião - MG,2020,482817
3143401,Monte Sião - MG,2021,606448
3143450,Montezuma - MG,2018,68834
3143450,Montezuma - MG,2019,68568
3143450,Montezuma - MG,2020,85861
3143450,Montezuma - MG,2021,91071
3143500,Morada Nova de Minas - MG,2018,311247
3143500,Morada Nova de Minas - MG,2019,339747
3143500,Morada Nova de Minas - MG,2020,404415
3143500,Morada Nova de Minas - MG,2021,541171
3143609,Morro da Garça - MG,2018,46600
3143609,Morro da Garça - MG,2019,48823
3143609,Morro da Garça - MG,2020,56511
3143609,Morro da Garça - MG,2021,51051
3143708,Morro do Pilar - MG,2018,32573
3143708,Morro do Pilar - MG,2019,34606
3143708,Morro do Pilar - MG,2020,40247
3143708,Morro do Pilar - MG,2021,44118
3143807,Munhoz - MG,2018,89205
3143807,Munhoz - MG,2019,98446
3143807,Munhoz - MG,2020,105068
3143807,Munhoz - MG,2021,128563
3143906,Muriaé - MG,2018,2154750
3143906,Muriaé - MG,2019,2411325
3143906,Muriaé - MG,2020,2432906
3143906,Muriaé - MG,2021,2655056
3144003,Mutum - MG,2018,378713
3144003,Mutum - MG,2019,387793
3144003,Mutum - MG,2020,480084
3144003,Mutum - MG,2021,508583
3144102,Muzambinho - MG,2018,391482
3144102,Muzambinho - MG,2019,427622
3144102,Muzambinho - MG,2020,482541
3144102,Muzambinho - MG,2021,535441
3144201,Nacip Raydan - MG,2018,28601
3144201,Nacip Raydan - MG,2019,29689
3144201,Nacip Raydan - MG,2020,32852
3144201,Nacip Raydan - MG,2021,37386
3144300,Nanuque - MG,2018,708622
3144300,Nanuque - MG,2019,801760
3144300,Nanuque - MG,2020,857061
3144300,Nanuque - MG,2021,808599
3144359,Naque - MG,2018,74448
3144359,Naque - MG,2019,82977
3144359,Naque - MG,2020,83512
3144359,Naque - MG,2021,90048
3144375,Natalândia - MG,2018,46040
3144375,Natalândia - MG,2019,52051
3144375,Natalândia - MG,2020,61261
3144375,Natalândia - MG,2021,75129
3144409,Natércia - MG,2018,75530
3144409,Natércia - MG,2019,76256
3144409,Natércia - MG,2020,85091
3144409,Natércia - MG,2021,115354
3144508,Nazareno - MG,2018,310979
3144508,Nazareno - MG,2019,311644
3144508,Nazareno - MG,2020,409022
3144508,Nazareno - MG,2021,668882
3144607,Nepomuceno - MG,2018,457824
3144607,Nepomuceno - MG,2019,463409
3144607,Nepomuceno - MG,2020,538837
3144607,Nepomuceno - MG,2021,618502
3144656,Ninheira - MG,2018,85168
3144656,Ninheira - MG,2019,90357
3144656,Ninheira - MG,2020,102387
3144656,Ninheira - MG,2021,126384
3144672,Nova Belém - MG,2018,41207
3144672,Nova Belém - MG,2019,44366
3144672,Nova Belém - MG,2020,63191
3144672,Nova Belém - MG,2021,83428
3144706,Nova Era - MG,2018,345060
3144706,Nova Era - MG,2019,367331
3144706,Nova Era - MG,2020,387330
3144706,Nova Era - MG,2021,432891
3144805,Nova Lima - MG,2018,10447454
3144805,Nova Lima - MG,2019,11862275
3144805,Nova Lima - MG,2020,12216158
3144805,Nova Lima - MG,2021,21042646
3144904,Nova Módica - MG,2018,43759
3144904,Nova Módica - MG,2019,45801
3144904,Nova Módica - MG,2020,51482
3144904,Nova Módica - MG,2021,58650
3145000,Nova Ponte - MG,2018,1141263
3145000,Nova Ponte - MG,2019,1253814
3145000,Nova Ponte - MG,2020,1248529
3145000,Nova Ponte - MG,2021,1116305
3145059,Nova Porteirinha - MG,2018,105469
3145059,Nova Porteirinha - MG,2019,109714
3145059,Nova Porteirinha - MG,2020,108488
3145059,Nova Porteirinha - MG,2021,116257
3145109,Nova Resende - MG,2018,275820
3145109,Nova Resende - MG,2019,275392
3145109,Nova Resende - MG,2020,297869
3145109,Nova Resende - MG,2021,385669
3145208,Nova Serrana - MG,2018,2371525
3145208,Nova Serrana - MG,2019,2569839
3145208,Nova Serrana - MG,2020,2398608
3145208,Nova Serrana - MG,2021,2635892
3145307,Novo Cruzeiro - MG,2018,236260
3145307,Novo Cruzeiro - MG,2019,276757
3145307,Novo Cruzeiro - MG,2020,295189
3145307,Novo Cruzeiro - MG,2021,330447
3145356,Novo Oriente de Minas - MG,2018,92902
3145356,Novo Oriente de Minas - MG,2019,98320
3145356,Novo Oriente de Minas - MG,2020,118181
3145356,Novo Oriente de Minas - MG,2021,121571
3145372,Novorizonte - MG,2018,51411
3145372,Novorizonte - MG,2019,54352
3145372,Novorizonte - MG,2020,59253
3145372,Novorizonte - MG,2021,70417
3145406,Olaria - MG,2018,24163
3145406,Olaria - MG,2019,24387
3145406,Olaria - MG,2020,29207
3145406,Olaria - MG,2021,31909
3145455,Olhos-d'Água - MG,2018,157085
3145455,Olhos-d'Água - MG,2019,151012
3145455,Olhos-d'Água - MG,2020,216936
3145455,Olhos-d'Água - MG,2021,211931
3145505,Olímpio Noronha - MG,2018,33691
3145505,Olímpio Noronha - MG,2019,36443
3145505,Olímpio Noronha - MG,2020,41017
3145505,Olímpio Noronha - MG,2021,43929
3145604,Oliveira - MG,2018,859621
3145604,Oliveira - MG,2019,902712
3145604,Oliveira - MG,2020,910179
3145604,Oliveira - MG,2021,1105051
3145703,Oliveira Fortes - MG,2018,31079
3145703,Oliveira Fortes - MG,2019,32544
3145703,Oliveira Fortes - MG,2020,34742
3145703,Oliveira Fortes - MG,2021,40532
3145802,Onça de Pitangui - MG,2018,51423
3145802,Onça de Pitangui - MG,2019,57430
3145802,Onça de Pitangui - MG,2020,63060
3145802,Onça de Pitangui - MG,2021,64915
3145851,Oratórios - MG,2018,50727
3145851,Oratórios - MG,2019,56340
3145851,Oratórios - MG,2020,61626
3145851,Oratórios - MG,2021,70864
3145877,Orizânia - MG,2018,85704
3145877,Orizânia - MG,2019,72733
3145877,Orizânia - MG,2020,89982
3145877,Orizânia - MG,2021,122059
3145901,Ouro Branco - MG,2018,4075079
3145901,Ouro Branco - MG,2019,4183473
3145901,Ouro Branco - MG,2020,4575454
3145901,Ouro Branco - MG,2021,8842769
3146008,Ouro Fino - MG,2018,714799
3146008,Ouro Fino - MG,2019,668434
3146008,Ouro Fino - MG,2020,824885
3146008,Ouro Fino - MG,2021,934189
3146107,Ouro Preto - MG,2018,6833814
3146107,Ouro Preto - MG,2019,3143225
3146107,Ouro Preto - MG,2020,3748902
3146107,Ouro Preto - MG,2021,9520035
3146206,Ouro Verde de Minas - MG,2018,48980
3146206,Ouro Verde de Minas - MG,2019,53520
3146206,Ouro Verde de Minas - MG,2020,59464
3146206,Ouro Verde de Minas - MG,2021,67814
3146255,Padre Carvalho - MG,2018,55512
3146255,Padre Carvalho - MG,2019,58394
3146255,Padre Carvalho - MG,2020,56413
3146255,Padre Carvalho - MG,2021,58192
3146305,Padre Paraíso - MG,2018,172861
3146305,Padre Paraíso - MG,2019,189029
3146305,Padre Paraíso - MG,2020,204009
3146305,Padre Paraíso - MG,2021,213919
3146404,Paineiras - MG,2018,59541
3146404,Paineiras - MG,2019,62898
3146404,Paineiras - MG,2020,71054
3146404,Paineiras - MG,2021,82825
3146503,Pains - MG,2018,286928
3146503,Pains - MG,2019,317393
3146503,Pains - MG,2020,378565
3146503,Pains - MG,2021,531428
3146552,Pai Pedro - MG,2018,44561
3146552,Pai Pedro - MG,2019,49801
3146552,Pai Pedro - MG,2020,54818
3146552,Pai Pedro - MG,2021,58645
3146602,Paiva - MG,2018,23648
3146602,Paiva - MG,2019,24544
3146602,Paiva - MG,2020,25852
3146602,Paiva - MG,2021,27301
3146701,Palma - MG,2018,73056
3146701,Palma - MG,2019,79606
3146701,Palma - MG,2020,88392
3146701,Palma - MG,2021,103673
3146750,Palmópolis - MG,2018,49041
3146750,Palmópolis - MG,2019,54767
3146750,Palmópolis - MG,2020,57337
3146750,Palmópolis - MG,2021,63874
3146909,Papagaios - MG,2018,260070
3146909,Papagaios - MG,2019,267094
3146909,Papagaios - MG,2020,305535
3146909,Papagaios - MG,2021,374343
3147006,Paracatu - MG,2018,4315922
3147006,Paracatu - MG,2019,4915046
3147006,Paracatu - MG,2020,5561745
3147006,Paracatu - MG,2021,7198617
3147105,Pará de Minas - MG,2018,2901042
3147105,Pará de Minas - MG,2019,3122895
3147105,Pará de Minas - MG,2020,3382741
3147105,Pará de Minas - MG,2021,4025297
3147204,Paraguaçu - MG,2018,470359
3147204,Paraguaçu - MG,2019,510011
3147204,Paraguaçu - MG,2020,563789
3147204,Paraguaçu - MG,2021,650754
3147303,Paraisópolis - MG,2018,490042
3147303,Paraisópolis - MG,2019,471286
3147303,Paraisópolis - MG,2020,535656
3147303,Paraisópolis - MG,2021,592590
3147402,Paraopeba - MG,2018,749083
3147402,Paraopeba - MG,2019,833953
3147402,Paraopeba - MG,2020,780045
3147402,Paraopeba - MG,2021,918487
3147501,Passabém - MG,2018,19818
3147501,Passabém - MG,2019,19873
3147501,Passabém - MG,2020,21852
3147501,Passabém - MG,2021,23595
